Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00164,Green Energy Corp,,"Oil, Gas & Energy",Agriculture,Lab Assistant Intern,Karnataka,Mysuru,"Transport Allowance, Subsidized Meals",,On-site,12,10000,Chemistry; Networking; Excel,27-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9739898508,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00165,AutoMotion Ltd,,Automotive,Content Creation,Field Intern,Uttar Pradesh,Gautam Buddha Nagar,"Stipend, Meals",,On-site,6,8000,Writing; Chemistry; Research Skills,03-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9916795019,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00166,EduMedia Creatives,,"Media, Entertainment & Education",Renewable Energy R&D,Research Intern,Chandigarh,Chandigarh,Transport Allowance,,On-site,12,0,Networking; Writing; Data Analysis,17-10-2025,Content and media company focusing on education and entertainment.,,,Unpaid,-9501962455,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00167,InfraBuild India,,Infrastructure & Construction,Cyber Security,Marketing Intern,Rajasthan,Udaipur,Remote Work,,Remote,6,10000,Chemistry; Excel; Writing; Communication,01-11-2025,Infrastructure and construction solutions across India.,,,Paid,-9824586711,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00168,AeroDefence Systems,,Aviation & Defence,Marketing,Data Analyst Intern,Uttar Pradesh,Lucknow,"Transport Allowance, Subsidized Meals",,Hybrid,12,10000,Data Analysis; Python; Chemistry; Writing,07-10-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9645222742,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00169,MetalMines Ltd,,Metals & Mining,Data Science,Field Intern,Karnataka,Mysuru,Stipend,,Hybrid,3,8000,Networking; Communication,27-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9027045685,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00170,BankTrust Financial Services,,Banking & Financial Services,Cyber Security,IT Security Intern,Maharashtra,Nagpur,Remote Work,,Remote,6,0,Writing; Research Skills; Electrical Maintenance,14-10-2025,Trusted name in banking and financial consulting.,,,Unpaid,-9698902914,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00171,PharmaLife Pvt Ltd,,Pharmaceutical,Marketing,Content Intern,Chandigarh,Chandigarh,Stipend,,Remote,3,3000,Python; Electrical Maintenance,10-11-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9273318164,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00172,AutoMotion Ltd,,Automotive,Consulting,Consulting Intern,Punjab,Amritsar,Subsidized Meals,,On-site,12,10000,Sales Skills; Electrical Maintenance; Excel; Data Analysis,10-10-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9172707078,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00173,MetalMines Ltd,,Metals & Mining,Renewable Energy R&D,Maintenance Electrical Intern,Rajasthan,Jaipur,"Transport Allowance, Subsidized Meals",,On-site,6,0,Chemistry; Writing,07-11-2025,Mining and metals extraction with sustainable methods.,,,Unpaid,-9278666075,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00174,TravelEase Pvt Ltd,,Travel & Hospitality,Pharma Research,Content Intern,Tamil Nadu,Coimbatore,Transport Allowance,,On-site,12,10000,Python; Sales Skills,02-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9475500212,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00175,ConsultPro India,,Consulting Services,Data Science,Sales Intern,Punjab,Ludhiana,Stipend,,On-site,12,10000,Networking; Communication,06-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9082359118,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00176,RetailMart Ltd,,Retail & Consumer Durables,Finance & Accounting,Sales Intern,Karnataka,Mysuru,"Transport Allowance, Subsidized Meals",,On-site,6,10000,Communication; Sales Skills; Research Skills; Editing,26-10-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9448205648,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00177,AeroDefence Systems,,Aviation & Defence,Marketing,Research Intern,Karnataka,Mysuru,Transport Allowance,,On-site,3,3000,Python; Sales Skills; Writing; Communication,02-11-2025,Defence and aviation systems with cutting-edge technology.,,,Paid,-9440597510,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00178,PharmaLife Pvt Ltd,,Pharmaceutical,Pharma Research,Content Intern,Maharashtra,Nagpur,Stipend,,Hybrid,12,3000,Data Analysis; Sales Skills; Editing; Chemistry,18-10-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9084189793,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00179,AutoMotion Ltd,,Automotive,Renewable Energy R&D,Finance Intern,Delhi,New Delhi,Subsidized Meals,,Remote,6,8000,Research Skills; Editing; Electrical Maintenance,03-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9540569785,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00180,HealthCare First,,Healthcare,Pharma Research,IT Security Intern,Delhi,New Delhi,"Transport Allowance, Subsidized Meals",,Hybrid,12,8000,Chemistry; Data Analysis; Electrical Maintenance; Python,03-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9095482845,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00181,FMCG Fresh,,FMCG,Maintenance,Consulting Intern,Delhi,New Delhi,Subsidized Meals,,Hybrid,6,5000,Agriculture Basics; Writing,24-10-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9500327960,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00182,MetalMines Ltd,,Metals & Mining,Pharma Research,Research Intern,Rajasthan,Jaipur,Stipend,,On-site,6,8000,Sales Skills; Research Skills; Networking; Editing,30-10-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9879177556,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00183,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Data Analyst Intern,Tamil Nadu,Coimbatore,"Stipend, Meals",,Hybrid,12,5000,Python; Writing; Editing,07-11-2025,Research-driven pharmaceutical and life sciences company.,,,Paid,-9450152699,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00184,AutoMotion Ltd,,Automotive,Maintenance,Research Intern,West Bengal,Kolkata,Remote Work,,On-site,12,3000,Writing; Excel,06-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9230516948,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00185,InfraBuild India,,Infrastructure & Construction,Marketing,IT Security Intern,Gujarat,Ahmedabad,Remote Work,,Remote,6,3000,Excel; Networking,09-10-2025,Infrastructure and construction solutions across India.,,,Paid,-9911272244,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00186,Green Energy Corp,,"Oil, Gas & Energy",Renewable Energy R&D,Field Intern,West Bengal,Kolkata,"Stipend, Meals",,Hybrid,3,10000,Editing; Data Analysis; Excel; Electrical Maintenance,13-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9273807306,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00187,MetalMines Ltd,,Metals & Mining,Information Technology,Content Intern,West Bengal,Kolkata,"Stipend, Meals",,Hybrid,12,5000,Editing; Networking; Excel,11-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9221073679,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00188,FMCG Fresh,,FMCG,Agriculture,Data Analyst Intern,West Bengal,Darjeeling,Stipend,,On-site,12,8000,Electrical Maintenance; Agriculture Basics; Research Skills,01-11-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9505706907,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00189,AgroAllied Co,,Agriculture & Allied,Marketing,Lab Assistant Intern,Uttar Pradesh,Varanasi,Stipend,,Hybrid,12,10000,Chemistry; Communication,25-10-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9821060202,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
